[2.2947, -0.843353, 0.680574, -1.40802, -1.5708, -2.41769]
[2.29481, -0.843666, 0.681115, -1.40825, -1.5708, -2.41758]
[2.29496, -0.844067, 0.68181, -1.40854, -1.5708, -2.41743]
[2.29513, -0.844558, 0.682658, -1.4089, -1.5708, -2.41726]
[2.29534, -0.845137, 0.683659, -1.40932, -1.5708, -2.41705]
[2.29558, -0.845804, 0.684812, -1.4098, -1.5708, -2.41681]
[2.29585, -0.846558, 0.686115, -1.41035, -1.5708, -2.41653]
[2.29616, -0.8474, 0.687569, -1.41097, -1.5708, -2.41623]
[2.2965, -0.848328, 0.689171, -1.41164, -1.5708, -2.41589]
[2.29687, -0.849342, 0.690921, -1.41237, -1.5708, -2.41552]
[2.29727, -0.850442, 0.692817, -1.41317, -1.5708, -2.41512]
[2.29771, -0.851626, 0.694857, -1.41403, -1.5708, -2.41468]
[2.29817, -0.852894, 0.697041, -1.41494, -1.5708, -2.41421]
[2.29868, -0.854246, 0.699366, -1.41592, -1.5708, -2.41371]
[2.29921, -0.855679, 0.701831, -1.41695, -1.5708, -2.41318]
[2.29978, -0.857194, 0.704435, -1.41804, -1.5708, -2.41261]
[2.30038, -0.85879, 0.707174, -1.41918, -1.5708, -2.41201]
[2.30101, -0.860465, 0.710048, -1.42038, -1.5708, -2.41138]
[2.30168, -0.862219, 0.713054, -1.42163, -1.5708, -2.41071]
[2.30238, -0.864051, 0.71619, -1.42294, -1.5708, -2.41001]
[2.30311, -0.865959, 0.719455, -1.42429, -1.5708, -2.40928]
[2.30388, -0.867944, 0.722845, -1.4257, -1.5708, -2.40851]
[2.30468, -0.870002, 0.726359, -1.42715, -1.5708, -2.40771]
[2.30552, -0.872135, 0.729994, -1.42866, -1.5708, -2.40687]
[2.30639, -0.874339, 0.733749, -1.43021, -1.5708, -2.406]
[2.30729, -0.876615, 0.73762, -1.4318, -1.5708, -2.4051]
[2.30823, -0.878961, 0.741606, -1.43344, -1.5708, -2.40416]
[2.3092, -0.881377, 0.745704, -1.43512, -1.5708, -2.40319]
[2.31021, -0.88386, 0.749912, -1.43685, -1.5708, -2.40218]
[2.31126, -0.88641, 0.754226, -1.43861, -1.5708, -2.40113]
[2.31234, -0.889025, 0.758646, -1.44042, -1.5708, -2.40005]
[2.31344, -0.891665, 0.763101, -1.44223, -1.5708, -2.39895]
[2.31454, -0.894289, 0.767523, -1.44403, -1.5708, -2.39785]
[2.31564, -0.896899, 0.771913, -1.44581, -1.5708, -2.39675]
[2.31675, -0.899492, 0.776272, -1.44758, -1.5708, -2.39564]
[2.31786, -0.902072, 0.780599, -1.44932, -1.5708, -2.39453]
[2.31897, -0.904636, 0.784896, -1.45106, -1.5708, -2.39342]
[2.32008, -0.907186, 0.789163, -1.45277, -1.5708, -2.39231]
[2.3212, -0.909722, 0.793401, -1.45447, -1.5708, -2.39119]
[2.32232, -0.912244, 0.797609, -1.45616, -1.5708, -2.39007]
[2.32344, -0.914753, 0.801788, -1.45783, -1.5708, -2.38895]
[2.32456, -0.917247, 0.80594, -1.45949, -1.5708, -2.38783]
[2.32569, -0.919729, 0.810063, -1.46113, -1.5708, -2.3867]
[2.32682, -0.922197, 0.814159, -1.46276, -1.5708, -2.38557]
[2.32795, -0.924652, 0.818228, -1.46437, -1.5708, -2.38444]
[2.32908, -0.927095, 0.82227, -1.46597, -1.5708, -2.38331]
[2.33022, -0.929524, 0.826286, -1.46756, -1.5708, -2.38217]
[2.33136, -0.931942, 0.830276, -1.46913, -1.5708, -2.38103]
[2.3325, -0.934347, 0.83424, -1.47069, -1.5708, -2.37989]
[2.33365, -0.93674, 0.838179, -1.47224, -1.5708, -2.37874]
[2.33479, -0.93912, 0.842093, -1.47377, -1.5708, -2.3776]
[2.33594, -0.941489, 0.845982, -1.47529, -1.5708, -2.37645]
[2.33709, -0.943847, 0.849847, -1.4768, -1.5708, -2.3753]
[2.33825, -0.946193, 0.853688, -1.47829, -1.5708, -2.37414]
[2.3394, -0.948527, 0.857505, -1.47977, -1.5708, -2.37298]
[2.34056, -0.95085, 0.861299, -1.48125, -1.5708, -2.37183]
[2.34173, -0.953162, 0.86507, -1.4827, -1.5708, -2.37066]
[2.34289, -0.955463, 0.868818, -1.48415, -1.5708, -2.3695]
[2.34406, -0.957753, 0.872543, -1.48559, -1.5708, -2.36833]
[2.34523, -0.960032, 0.876246, -1.48701, -1.5708, -2.36716]
[2.3464, -0.962301, 0.879927, -1.48842, -1.5708, -2.36599]
[2.34757, -0.964559, 0.883586, -1.48982, -1.5708, -2.36481]
[2.34875, -0.966807, 0.887224, -1.49121, -1.5708, -2.36364]
[2.34993, -0.969044, 0.89084, -1.49259, -1.5708, -2.36246]
[2.3511, -0.971238, 0.894381, -1.49394, -1.5708, -2.36129]
[2.35223, -0.973355, 0.897794, -1.49524, -1.5708, -2.36016]
[2.35333, -0.975396, 0.90108, -1.49648, -1.5708, -2.35906]
[2.35439, -0.977362, 0.904242, -1.49768, -1.5708, -2.358]
[2.35542, -0.979253, 0.907282, -1.49882, -1.5708, -2.35697]
[2.35642, -0.981072, 0.910201, -1.49992, -1.5708, -2.35597]
[2.35738, -0.982818, 0.913, -1.50098, -1.5708, -2.35501]
[2.3583, -0.984493, 0.915682, -1.50199, -1.5708, -2.35408]
[2.3592, -0.986096, 0.918248, -1.50295, -1.5708, -2.35319]
[2.36005, -0.987629, 0.920699, -1.50387, -1.5708, -2.35234]
[2.36087, -0.989092, 0.923036, -1.50474, -1.5708, -2.35151]
[2.36166, -0.990487, 0.925261, -1.50557, -1.5708, -2.35073]
[2.36241, -0.991813, 0.927376, -1.50636, -1.5708, -2.34998]
[2.36313, -0.99307, 0.92938, -1.50711, -1.5708, -2.34926]
[2.36381, -0.994261, 0.931276, -1.50781, -1.5708, -2.34858]
[2.36445, -0.995384, 0.933063, -1.50848, -1.5708, -2.34794]
[2.36506, -0.996441, 0.934744, -1.5091, -1.5708, -2.34733]
[2.36563, -0.997432, 0.936319, -1.50968, -1.5708, -2.34676]
[2.36616, -0.998357, 0.937788, -1.51023, -1.5708, -2.34623]
[2.36666, -0.999217, 0.939153, -1.51073, -1.5708, -2.34573]
[2.36712, -1.00001, 0.940414, -1.5112, -1.5708, -2.34527]
[2.36755, -1.00074, 0.941572, -1.51163, -1.5708, -2.34484]
[2.36793, -1.00141, 0.942627, -1.51202, -1.5708, -2.34445]
[2.36829, -1.00201, 0.94358, -1.51237, -1.5708, -2.3441]
